Alternate URL,Article Abstract,Author Biography,Banner,Biographical Categories,Body,Byline,Column Name,Column Number,Correction Date,Correction Text,Credit,Dateline,Day Of Week,Descriptors,Feature Page,General Online Descriptors,Guid,Headline,Kicker,Lead Paragraph,Locations,Names,News Desk,Normalized Byline,Online Descriptors,Online Headline,Online Lead Paragraph,Online Locations,Online Organizations,Online People,Online Section,Online Titles,Organizations,Page,People,Publication Date,Publication Day Of Month,Publication Month,Publication Year,Section,Series Name,Slug,Taxonomic Classifiers,Titles,Types Of Material,Url,Word Count,Filename,Sentiment and score,Sentiment,Score
,,,,,"LEAD: The vast warehouse storage room is wall-to-wall with plaster replicas of the great sculpture of the Western world - by Michelangelo, Praxiteles and hundreds of others. But the statues stand in crowded rows, their faces chipped and cracked and black with the accumulated grime of decades. Disembodied heads are found by the boxful, and many figures have no lower limbs. The vast warehouse storage room is wall-to-wall with plaster replicas of the great sculpture of the Western world - by Michelangelo, Prax",DOUGLAS C. McGILL,,1,,,The New York Times,,Thursday,ART|RESTORATION AND REHABILITATION,,,68,PLASTER CASTS OF STATUES: FROM STORAGE INTO VOGUE,,"LEAD: The vast warehouse storage room is wall-to-wall with plaster replicas of the great sculpture of the Western world - by Michelangelo, Praxiteles and hundreds of others. But the statues stand in crowded rows, their faces chipped and cracked and black with the accumulated grime of decades. Disembodied heads are found by the boxful, and many figures have no lower limbs.",,,Cultural Desk,"MCGILL, DOUGLAS C",,,,,,,Arts,,METROPOLITAN MUSEUM OF ART (NYC),9,DOUGLAS C MCGILL,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE7DA103CF932A35752C0A961948260,1031,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000068.xml,"('NEGATIVE', 0.9941803216934204)",NEGATIVE,0.9941803216934204
,,,,,"LEAD: THIRTEEN months ago, just as I despaired of finding a retreat to which I could retire from a world gone mad with materialism, I spotted a magazine real-estate ad for a castle in Tuscany with 365 rooms. THIRTEEN months ago, just as I despaired of finding a retreat to which I could retire from a world gone mad with materialism, I spotted a magazine real-estate ad for a castle in Tuscany with 365 rooms. ''At last,'' I told my wife, ''here's our pied-a-terre.'' She said, ''Imagine spending time in a diffe",HOWARD G. GOLDBERG,,1,,,The New York Times,,Thursday,PALACES AND CASTLES,,,69,A MAN'S CASTLE IS HIS HOME,,"LEAD: THIRTEEN months ago, just as I despaired of finding a retreat to which I could retire from a world gone mad with materialism, I spotted a magazine real-estate ad for a castle in Tuscany with 365 rooms.",ITALY,,Home Desk,"GOLDBERG, HOWARD G",,,,,,,Home and Garden; Style,,,40,HOWARD G GOLDBERG,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE2DA103CF932A35752C0A961948260,996,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000069.xml,"('NEGATIVE', 0.9906209111213684)",NEGATIVE,0.9906209111213684
,,,,,"LEAD: Poland will be unable to meet interest repayments to Western creditors next year and its hard currency debt is expected to reach more than $35 billion, according to official statistics published today. Poland will be unable to meet interest repayments to Western creditors next year and its hard currency debt is expected to reach more than $35 billion, according to official statistics published today. An economic plan for 1987 cited by the official P.A.P. press agency sees a trade surplus with the West",Reuters,,1,,,The New York Times,"WARSAW, Dec. 31",Thursday,ECONOMIC CONDITIONS AND TRENDS|CREDIT|INTEREST (MONEY),,,70,Poland Cites Debt Problem,,"LEAD: Poland will be unable to meet interest repayments to Western creditors next year and its hard currency debt is expected to reach more than $35 billion, according to official statistics published today.",POLAND,,Financial Desk,,,,,,,,Business,,,47,,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE0DA103CF932A35752C0A961948260,191,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000070.xml,"('NEGATIVE', 0.9982964992523193)",NEGATIVE,0.9982964992523193
,,,,,LEAD: The Allied Stores Corporation's shareholders have approved the $3.5 billion acquisition of the big New York-based retailer by the Campeau Corporation. Toronto-based Campeau's takeover plan specified that each share of Allied common stock that Campeau does not already own will be converted into $69 in cash if the takeover was completed by yesterday. The Allied Stores Corporation's shareholders have approved the $3.5 billion acquisition of the big New York-based retailer by the Campeau Corporation. Toro,The Associated Press,,5,,,The New York Times,,Thursday,"MERGERS, ACQUISITIONS AND DIVESTITURES",,,71,Allied Stores Takeover Cleared,COMPANY NEWS,LEAD: The Allied Stores Corporation's shareholders have approved the $3.5 billion acquisition of the big New York-based retailer by the Campeau Corporation. Toronto-based Campeau's takeover plan specified that each share of Allied common stock that Campeau does not already own will be converted into $69 in cash if the takeover was completed by yesterday.,,,Financial Desk,,,,,,,,Business,,ALLIED STORES CORP|CAMPEAU CORP,43,,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE6D9103CF932A35752C0A961948260,162,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000071.xml,"('NEGATIVE', 0.8414042592048645)",NEGATIVE,0.8414042592048645
,,,,,"LEAD: HIT by a severe slump in the demand for office furniture, Knoll International, the New York-based designer and manufacturer of modern furniture for offices and homes, is undergoing a restructuring that so far has cost an estimated 200 jobs and prompted the company to buy back the stock it issued less than four years ago in its first public offering. HIT by a severe slump in the demand for office furniture, Knoll International, the New York-based designer and manufacturer of modern furniture for office",FRANK J. PRIAL,,1,,,The New York Times,,Thursday,"LABOR|STOCKS AND BONDS|LAYOFFS (LABOR)|MERGERS, ACQUISITIONS AND DIVESTITURES",,,72,"FURNITURE SALES OFF, KNOLL IS REGROUPING",,"LEAD: HIT by a severe slump in the demand for office furniture, Knoll International, the New York-based designer and manufacturer of modern furniture for offices and homes, is undergoing a restructuring that so far has cost an estimated 200 jobs and prompted the company to buy back the stock it issued less than four years ago in its first public offering.",,,Home Desk,"PRIAL, FRANK J",,,,,,,Home and Garden; Style,,KNOLL INTERNATIONAL,35,FRANK J PRIAL,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE3D8103CF932A35752C0A961948260,748,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000072.xml,"('NEGATIVE', 0.9994397759437561)",NEGATIVE,0.9994397759437561
,,,,,"LEAD: The Pullman-Peabody Company said today that it had dropped its unsolicited bid to acquire the Joy Manufacturing Company, which has agreed instead to be purchased by an investor group for $35 a share, or $620 million. The Pullman-Peabody Company said today that it had dropped its unsolicited bid to acquire the Joy Manufacturing Company, which has agreed instead to be purchased by an investor group for $35 a share, or $620 million. Pullman-Peabody had started a $31-a-share tender offer for Joy on Dec. 2",AP,,6,,,The New York Times,"PRINCETON, N.J., Dec. 31",Thursday,"MERGERS, ACQUISITIONS AND DIVESTITURES",,,73,Pullman Halts Offer to Joy,COMPANY NEWS,"LEAD: The Pullman-Peabody Company said today that it had dropped its unsolicited bid to acquire the Joy Manufacturing Company, which has agreed instead to be purchased by an investor group for $35 a share, or $620 million.",,,Financial Desk,,,,,,,,Business,,JOY MANUFACTURING CO|PULLMAN-PEABODY CO,43,,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE0D8103CF932A35752C0A961948260,222,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000073.xml,"('NEGATIVE', 0.9990196228027344)",NEGATIVE,0.9990196228027344
,,,,,"LEAD: Venezuela and Egypt have raised their oil prices by up to $1 a barrel and $1.35 a barrel, respectively. Venezuela and Egypt have raised their oil prices by up to $1 a barrel and $1.35 a barrel, respectively. The newspaper El Universal reported in Caracas that the Venezuelan state oil company had raised its prices for Venezuelan crude exports to $14.50 a barrel and for petroleum products to $16 a barrel. It was the third increase of Venezuela's crude oil and fourth for its oil products since the Organi",The Associated Press,,6,,,The New York Times,,Thursday,OIL (PETROLEUM) AND GASOLINE|PRICES|INTERNATIONAL TRADE AND WORLD MARKET,,,74,Two Countries Raise Oil Prices,,"LEAD: Venezuela and Egypt have raised their oil prices by up to $1 a barrel and $1.35 a barrel, respectively.","EGYPT, ARAB REPUBLIC OF|VENEZUELA",,Financial Desk,,,,,,,,Business,,,45,,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE0D7103CF932A35752C0A961948260,159,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000074.xml,"('POSITIVE', 0.8141104578971863)",POSITIVE,0.8141104578971863
,,,,,"LEAD: As president and chief executive, David L. Nelson has fostered an unusual culture at the Accuray Corporation. All employees are called associates and part of their salary is based on an incentive program. Perks for management - even special parking spaces - are out and egalitarianism is in. As president and chief executive, David L. Nelson has fostered an unusual culture at the Accuray Corporation. All employees are called associates and part of their salary is based on an incentive program. Perks for",DANIEL F. CUFF,,5,,,The New York Times,,Thursday,"MERGERS, ACQUISITIONS AND DIVESTITURES",,,75,Accuray Fears Loss Of Egalitarian Style,BUSINESS PEOPLE,"LEAD: As president and chief executive, David L. Nelson has fostered an unusual culture at the Accuray Corporation. All employees are called associates and part of their salary is based on an incentive program. Perks for management - even special parking spaces - are out and egalitarianism is in.",,,Financial Desk,,,,,,,,Business,,ACCURAY CORP|HERCULES INC|COMBUSTION ENGINEERING INC,42,DAVID L NELSON,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE2D6103CF932A35752C0A961948260,422,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000075.xml,"('POSITIVE', 0.9861624240875244)",POSITIVE,0.9861624240875244
,,,,,"LEAD: Government securities dealers spent yesterday's abbreviated session marking down prices of long-term Treasury bonds and raising those on intermediate maturities. Government securities dealers spent yesterday's abbreviated session marking down prices of long-term Treasury bonds and raising those on intermediate maturities. As a partial explanation of yesterday's activity, dealers said they were expecting more institutional and other bond investors to shorten the maturities in their portfolios when they",H. J. MAIDENBERG,,4,,,The New York Times,,Thursday,FINANCES|GOVERNMENT BONDS|INTEREST (MONEY),,,76,Long-Term Bond Prices Fall,CREDIT MARKETS,LEAD: Government securities dealers spent yesterday's abbreviated session marking down prices of long-term Treasury bonds and raising those on intermediate maturities.,UNITED STATES,,Financial Desk,,,,,,,,Business,,"TREASURY, DEPARTMENT OF THE",50,,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE0D6103CF932A35752C0A961948260,544,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000076.xml,"('NEGATIVE', 0.9988020062446594)",NEGATIVE,0.9988020062446594
,,,,,"LEAD: As the ethnic composition of New York City changes with the arrival of Hispanic, black and Asian immigrants, local arts organizations are beginning to try to reach out to new audiences. As the ethnic composition of New York City changes with the arrival of Hispanic, black and Asian immigrants, local arts organizations are beginning to try to reach out to new audiences. The New York State Council on the Arts, for example, has just announced a pilot project to try to diversify the ethnic composition of ",THOMAS MORGAN,,3,,,The New York Times,,Thursday,"CULTURE|MINORITIES (ETHNIC, RACIAL, RELIGIOUS)|ASIANS|SPANISH-SPEAKING GROUPS (US)|BLACKS (IN US)",,,77,ARTS GROUPS SEEK ETHNICALLY BROADER AUDIENCE,,"LEAD: As the ethnic composition of New York City changes with the arrival of Hispanic, black and Asian immigrants, local arts organizations are beginning to try to reach out to new audiences.",NEW YORK CITY,,Cultural Desk,"MORGAN, THOMAS",,,,,,,Arts,,,16,THOMAS MORGAN,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DEFD6103CF932A35752C0A961948260,1089,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000077.xml,"('NEGATIVE', 0.7598603963851929)",NEGATIVE,0.7598603963851929
,,,,,"LEAD: IN the opening scene of the movie ''Ruthless People,'' Sam Stone, played by Danny DeVito, plots the death of his wife, Barbara (Bette Midler), an obstreperous Beverly Hills matron. ''God I hate that woman,'' he rants. ''I hate the way she licks stamps. I hate her furniture!'' IN the opening scene of the movie ''Ruthless People,'' Sam Stone, played by Danny DeVito, plots the death of his wife, Barbara (Bette Midler), an obstreperous Beverly Hills matron. ''God I hate that woman,'' he rants. ''I hate th",PATRICIA LEIGH BROWN,,2,,,The New York Times,,Thursday,DESIGN|NINETEEN HUNDRED EIGHTY-SIX,,,78,"IN DESIGN TRENDS, A GLANCE BACK AND HINTS OF '87",,"LEAD: IN the opening scene of the movie ''Ruthless People,'' Sam Stone, played by Danny DeVito, plots the death of his wife, Barbara (Bette Midler), an obstreperous Beverly Hills matron. ''God I hate that woman,'' he rants. ''I hate the way she licks stamps. I hate her furniture!''",,,Home Desk,"BROWN, PATRICIA LEIGH",,,,,,,Home and Garden; Style,,,33,PATRICIA LEIGH BROWN,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE6DF113CF932A35752C0A961948260,1299,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000078.xml,"('NEGATIVE', 0.999174952507019)",NEGATIVE,0.999174952507019
,,,,,"LEAD: Assets of the nation's 375 money market mutual funds decreased $1.87 billion, to $231.95 billion, for the week ended Tuesday, the Investment Company Institute said yesterday. Assets of the 91 institutional funds fell $1.23 billion, to $63.97 billion. Assets of the 194 general purpose funds dropped $191.7 million, to $63.94 billion. Assets of the nation's 375 money market mutual funds decreased $1.87 billion, to $231.95 billion, for the week ended Tuesday, the Investment Company Institute said yesterda",,,2,,,The New York Times,,Thursday,STOCKS AND BONDS|MUTUAL FUNDS,,,79,Money Fund Assets Fall,,"LEAD: Assets of the nation's 375 money market mutual funds decreased $1.87 billion, to $231.95 billion, for the week ended Tuesday, the Investment Company Institute said yesterday. Assets of the 91 institutional funds fell $1.23 billion, to $63.97 billion. Assets of the 194 general purpose funds dropped $191.7 million, to $63.94 billion.",,,Financial Desk,,,,,,,,Business,,INVESTMENT COMPANY INSTITUTE,53,,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE3DE113CF932A35752C0A961948260,68,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000079.xml,"('NEGATIVE', 0.9983272552490234)",NEGATIVE,0.9983272552490234
,,,,,"LEAD: Once more unto the breach, dear friends, predicting the headlines of the coming year. Last year I was spot-on about the collapse of oil prices, wrong about the control of the Senate and almost everything else. Those who bet on the predictions made here last year are the object of snickering at their political naivete and envy at their new riches. Once more unto the breach, dear friends, predicting the headlines of the coming year. Last year I was spot-on about the collapse of oil prices, wrong about t",William Safire,,5,,,The New York Times,WASHINGTON,Thursday,NINETEEN HUNDRED EIGHTY-SEVEN|FORECASTS,,,80,"Office Pool, 1987",ESSAY,"LEAD: Once more unto the breach, dear friends, predicting the headlines of the coming year. Last year I was spot-on about the collapse of oil prices, wrong about the control of the Senate and almost everything else. Those who bet on the predictions made here last year are the object of snickering at their political naivete and envy at their new riches.",,,Editorial Desk,"SAFIRE, WILLIAM",,,,,,,Opinion,,,27,WILLIAM SAFIRE,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE1DE113CF932A35752C0A961948260,748,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000080.xml,"('NEGATIVE', 0.9963418245315552)",NEGATIVE,0.9963418245315552
,,,,,"LEAD: Pope John Paul II has named Bishop Norman F. McFarland of Nevada as the new Bishop of the Roman Catholic Diocese of Orange. Pope John Paul II has named Bishop Norman F. McFarland of Nevada as the new Bishop of the Roman Catholic Diocese of Orange. Bishop McFarland, 64 years old, who has headed the Reno-Las Vegas Diocese for 10 years, succeeds Bishop William R. Johnson, who died July 28. He was the first Bishop of Orange, the second-largest diocese in California, serving 500,000 Catholics. The Pope als",AP,,1,,,The New York Times,"ORANGE, Calif., Dec. 31",Thursday,APPOINTMENTS AND EXECUTIVE CHANGES,,,81,POPE NAMES CALIFORNIA BISHOP,,LEAD: Pope John Paul II has named Bishop Norman F. McFarland of Nevada as the new Bishop of the Roman Catholic Diocese of Orange.,ORANGE (CALIF),,National Desk,,,,,,,,U.S.,,ROMAN CATHOLIC CHURCH,56,POPE (JOHN PAUL II)|NORMAN F MCFARLAND,19870101T000000,1,1,1987,1,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE3DD113CF932A35752C0A961948260,171,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\01\0000081.xml,"('POSITIVE', 0.9730492234230042)",POSITIVE,0.9730492234230042
